ward_id,ward_name,city,year,month,composite_score,safety_score,aqi_score,civic_score,transit_score,green_score,affordability_score
43,Malathalli,Bengaluru,2021,3,84.72449888184103,85.91747255157931,70.01762430441654,81.25372504672086,85.43296461722949,76.4818288647377,80.24330681811645
43,Malathalli,Bengaluru,2022,3,78.48563414795021,76.42409967198213,67.46710676924202,79.83645111318137,86.06423291344083,84.49736813013186,69.49014147529451
43,Malathalli,Bengaluru,2023,3,78.74552757974399,81.47413257061673,84.93979937435103,69.37725047625683,96.1940174294916,69.78495325277345,79.98441763877611
43,Malathalli,Bengaluru,2024,3,86.40954041386085,90.69127905650942,95.46138290595461,83.19854426471697,99.00254496372133,78.01183734155435,98.25404009567669
44,Jnana Bharathi ward,Bengaluru,2021,3,86.6264191879801,85.6727848783461,90.93375004387585,87.15447240670237,95.89000005819338,78.25901882859189,73.43698170769702
44,Jnana Bharathi ward,Bengaluru,2022,3,80.04888828948705,87.48455962133109,71.62530791022839,89.56619340586968,73.52471996033132,73.69124660326104,88.73984350376142
44,Jnana Bharathi ward,Bengaluru,2023,3,83.43539865288656,84.54266967163919,90.01145200105448,78.00449347951253,100.0,92.93126189582222,87.94516924329467
44,Jnana Bharathi ward,Bengaluru,2024,3,85.25572391266809,76.69969209225161,71.17529897884228,80.40938168289236,83.76064218224074,92.6211740208357,92.07079600565733
45,Rajarajeshwari Nagar,Bengaluru,2021,3,75.6328140097215,72.55151386066076,71.76397689925957,85.38580528444265,57.2371816662208,82.97344393217047,77.9930762668933
45,Rajarajeshwari Nagar,Bengaluru,2022,3,78.63045726939211,78.36383609788616,89.83315441184193,86.64449454961728,75.49929434433032,74.16701321409315,81.40096712719298
45,Rajarajeshwari Nagar,Bengaluru,2023,3,73.48450255529742,75.94383422656708,77.43130915807305,78.14676300360304,58.74720996038782,77.8010018489392,85.75547817526666
45,Rajarajeshwari Nagar,Bengaluru,2024,3,73.75331391447953,83.18121579531233,64.18262249576424,80.84101578187112,73.44442817240093,68.69793540254308,84.87581095265487
51,Shankar Matt,Bengaluru,2021,3,53.855793152098585,51.040460540093896,56.64431869514641,47.12627060379904,49.49905461816901,63.244039598804335,46.599796133132415
51,Shankar Matt,Bengaluru,2022,3,51.95952025504863,57.42898276878064,40.885730076599124,61.35594115661952,50.1111019103942,46.68052952197791,39.16442267494901
51,Shankar Matt,Bengaluru,2023,3,53.905359098361856,50.64542262698758,63.77186007484014,52.52310957159797,43.853930001867056,56.24825883044246,60.10867560492523
51,Shankar Matt,Bengaluru,2024,3,50.383811775684855,41.11724031435571,57.475872227654065,53.65990232812096,49.369046805677414,57.2672207550688,59.55391636418645
71,Muneshwara Nagar,Bengaluru,2021,3,48.07795793541986,42.194782136155226,36.435546517351696,43.472950165759656,30.361432178992455,48.7013484954405,61.176128704268706
71,Muneshwara Nagar,Bengaluru,2022,3,40.61634427038754,39.66032483605625,53.632594796224694,36.939466369922556,40.90573661792324,31.447801451395385,30.06664029925021
71,Muneshwara Nagar,Bengaluru,2023,3,49.04643209464773,39.14523171333592,62.6007856573449,51.828830850957736,63.76316387544861,48.14122920732491,49.514312952025236
71,Muneshwara Nagar,Bengaluru,2024,3,46.063887705748314,38.856912800874575,31.963095401928655,42.22248653757213,54.251118215214184,40.10095674820728,51.26686070549583
56,Aramane Nagara,Bengaluru,2021,3,66.72949335094124,70.18153571544377,65.04199993007838,74.09233843849134,53.815484928836675,70.58201239546453,76.87295204038455
56,Aramane Nagara,Bengaluru,2022,3,72.62296647594351,72.56646175611206,76.15838368197993,80.00106616551787,75.4473563414967,63.23070766988025,85.55142734115284
56,Aramane Nagara,Bengaluru,2023,3,72.55562005081953,66.86912309877387,77.32218415779924,70.4329081639027,78.60493913247922,64.68748065697935,77.29097918891061
56,Aramane Nagara,Bengaluru,2024,3,66.27260658165262,75.81609026607897,63.47984540333874,73.68767558839781,77.56802594398357,67.61293180138598,73.42608285919242
57,Rajamahal Guttahalli,Bengaluru,2021,3,58.848265434792395,55.38892866605717,63.87606700169994,65.00518427361757,69.33967082585703,64.80453841196508,56.91576487918039
57,Rajamahal Guttahalli,Bengaluru,2022,3,56.00895277198815,56.89873473120514,41.181712586931795,52.50066936999355,50.66741416684407,53.93240660417326,61.87296897268401
57,Rajamahal Guttahalli,Bengaluru,2023,3,59.293798444507374,54.04468106199393,55.49135219338758,53.8391909897704,42.221635395245116,61.362770312134934,64.34018240115786
57,Rajamahal Guttahalli,Bengaluru,2024,3,59.441802656287784,57.03751825987238,70.34181214344254,59.823438359012144,58.609077761477025,49.9546439724165,54.67923748507248
60,Gayithri Nagar,Bengaluru,2021,3,44.479948376984055,46.0833957615307,45.488024778790404,46.63805023285295,55.075278838669185,50.739663151305926,51.02364066377889
60,Gayithri Nagar,Bengaluru,2022,3,40.674046394778664,34.58960610844959,25.900932644122925,43.62354067787072,56.59526835277814,35.54369232630465,53.48508273866786
60,Gayithri Nagar,Bengaluru,2023,3,49.83608083607019,46.86853458086288,37.878705689546685,49.5535160197967,40.107143544890505,45.53353887530864,44.054779783858784
60,Gayithri Nagar,Bengaluru,2024,3,45.88333333476759,42.10948731788766,49.19334683409514,50.20634681923146,36.78829336410894,44.15431536527462,34.53991613487602
61,Radhakrishna Temple Ward,Bengaluru,2021,3,64.09413949465699,57.722906448569525,64.84904100466879,68.27506472910564,48.36921641844674,65.44038388723506,56.791023005697895
61,Radhakrishna Temple Ward,Bengaluru,2022,3,62.118417422206406,68.23826841770958,63.625213686894256,52.98666807930279,67.4444724459673,71.14648426633954,65.16677202659633
61,Radhakrishna Temple Ward,Bengaluru,2023,3,66.12502558849124,60.68662102746989,57.48637078573804,68.34464536551107,62.56616438075943,72.92225164582564,78.12571929043158
61,Radhakrishna Temple Ward,Bengaluru,2024,3,59.651666544751976,65.26217684962921,52.89584761119606,66.10395291502554,56.60119669070249,63.002664530581384,47.51772595979202
66,Chamundi Nagara,Bengaluru,2021,3,41.06516023755712,42.797329501066606,31.105586469903024,45.80263513644076,55.57704333928626,35.399956239372635,28.936596903161977
66,Chamundi Nagara,Bengaluru,2022,3,42.96719845461749,45.1090791763931,44.36812083603959,37.606140376937,38.60343829083807,44.85672515834095,42.870204220392566
66,Chamundi Nagara,Bengaluru,2023,3,37.91188097575216,41.81477205670404,35.041444018880924,36.47587327426446,46.61579160207921,41.76060400223955,52.649560786817815
66,Chamundi Nagara,Bengaluru,2024,3,37.58857994402649,42.07535628660131,39.940187454218766,33.07179327522261,20.765354703585956,29.301744935955103,49.41430618395004
68,Jayachamarajendra  Nagar,Bengaluru,2021,3,79.1531337147004,73.68626175924017,74.80302288965852,70.54161056962226,79.91552535103122,70.5053849865447,88.16382894937125
68,Jayachamarajendra  Nagar,Bengaluru,2022,3,81.31953723959029,88.92111899081945,85.84585831100611,81.97869297061699,74.29288736420531,77.97957550075425,86.40414589553599
68,Jayachamarajendra  Nagar,Bengaluru,2023,3,82.53780999203897,83.69347833943947,89.45732529921636,81.84192223771333,64.94350369607038,83.78374630959718,96.26656852720038
