ward_id,ward_name,city,year,median_price_sqft,crime_rate_per_1000,avg_aqi
70,Kushal Nagar,Bengaluru,2021,15104.384821277297,4.62639038543066,77.2097632150982
70,Kushal Nagar,Bengaluru,2022,4995.578822958721,3.5081344332317195,68.52632240382388
70,Kushal Nagar,Bengaluru,2023,14356.177237021175,4.2299188271663875,81.5943528674576
70,Kushal Nagar,Bengaluru,2024,6138.120483921625,4.338063301071005,59.09710848142919
42,Srigandhadakaval,Bengaluru,2021,10736.186843831942,7.54695176539455,88.1203724716266
42,Srigandhadakaval,Bengaluru,2022,15526.592026810245,5.946351418948975,119.54216654671617
42,Srigandhadakaval,Bengaluru,2023,9412.789370387629,5.302785853073268,85.94054111195845
42,Srigandhadakaval,Bengaluru,2024,7604.110714247205,7.083438938186131,106.27856110054816
54,Mattikere,Bengaluru,2021,10510.65673244723,5.256880287229796,64.01454659493231
54,Mattikere,Bengaluru,2022,8010.198700429448,4.701073300182486,63.42795166954362
54,Mattikere,Bengaluru,2023,15572.724335205992,4.601826290229094,58.5610750597291
54,Mattikere,Bengaluru,2024,16572.15187848052,5.585799098672658,91.17457640602825
55,Malleswaram,Bengaluru,2021,7610.987961881288,5.0024570649068485,65.3092430623822
55,Malleswaram,Bengaluru,2022,5281.609836484805,3.412744589325463,67.95361381377586
55,Malleswaram,Bengaluru,2023,14290.801394834356,3.650166169041687,57.07493340569531
55,Malleswaram,Bengaluru,2024,12334.044308708486,3.793364888297773,39.70712293554959
43,Malathalli,Bengaluru,2021,7634.66224958845,8.591747255157932,105.02643645662482
43,Malathalli,Bengaluru,2022,8934.072694506347,7.642409967198214,101.20066015386303
43,Malathalli,Bengaluru,2023,15446.002612398195,8.147413257061674,127.40969906152654
43,Malathalli,Bengaluru,2024,13891.585534537879,9.069127905650943,143.1920743589319
44,Jnana Bharathi ward,Bengaluru,2021,10296.559767520763,8.567278487834612,136.40062506581376
44,Jnana Bharathi ward,Bengaluru,2022,14906.937720484866,8.748455962133109,107.43796186534257
44,Jnana Bharathi ward,Bengaluru,2023,9566.27934379407,8.45426696716392,135.01717800158173
44,Jnana Bharathi ward,Bengaluru,2024,16175.264450033177,7.669969209225162,106.76294846826342
45,Rajarajeshwari Nagar,Bengaluru,2021,12045.025730761161,7.255151386066077,107.64596534888936
45,Rajarajeshwari Nagar,Bengaluru,2022,17879.883010869897,7.836383609788617,134.7497316177629
45,Rajarajeshwari Nagar,Bengaluru,2023,8830.422434207776,7.594383422656708,116.14696373710957
45,Rajarajeshwari Nagar,Bengaluru,2024,12031.328755755963,8.318121579531233,96.27393374364635
51,Shankar Matt,Bengaluru,2021,13573.629632100436,5.10404605400939,84.96647804271961
51,Shankar Matt,Bengaluru,2022,7635.070873802921,5.742898276878065,61.32859511489869
51,Shankar Matt,Bengaluru,2023,7699.770849729492,5.064542262698758,95.65779011226022
51,Shankar Matt,Bengaluru,2024,12543.442961545268,4.111724031435571,86.2138083414811
71,Muneshwara Nagar,Bengaluru,2021,5876.020384793109,4.219478213615523,54.653319776027544
71,Muneshwara Nagar,Bengaluru,2022,16870.37868902554,3.966032483605625,80.44889219433705
71,Muneshwara Nagar,Bengaluru,2023,11318.480567815428,3.9145231713335917,93.90117848601736
71,Muneshwara Nagar,Bengaluru,2024,16942.13893857466,3.8856912800874577,47.94464310289298
56,Aramane Nagara,Bengaluru,2021,17671.845301235342,7.018153571544378,97.56299989511757
56,Aramane Nagara,Bengaluru,2022,14905.46933617591,7.256646175611206,114.23757552296989
56,Aramane Nagara,Bengaluru,2023,18620.745711788975,6.686912309877387,115.98327623669886
56,Aramane Nagara,Bengaluru,2024,16855.817064698807,7.5816090266078975,95.21976810500811
57,Rajamahal Guttahalli,Bengaluru,2021,15756.423865839879,5.538892866605718,95.8141005025499
57,Rajamahal Guttahalli,Bengaluru,2022,10463.144853843556,5.689873473120514,61.77256888039769
57,Rajamahal Guttahalli,Bengaluru,2023,13398.574074340742,5.404468106199393,83.23702829008137
57,Rajamahal Guttahalli,Bengaluru,2024,10534.437558244674,5.703751825987238,105.5127182151638
60,Gayithri Nagar,Bengaluru,2021,16690.28177030842,4.60833957615307,68.2320371681856
60,Gayithri Nagar,Bengaluru,2022,5756.911003213663,3.458960610844959,38.85139896618439
60,Gayithri Nagar,Bengaluru,2023,15128.11481579547,4.686853458086288,56.81805853432003
60,Gayithri Nagar,Bengaluru,2024,7467.958861154544,4.210948731788767,73.7900202511427
61,Radhakrishna Temple Ward,Bengaluru,2021,17759.829477583808,5.772290644856953,97.2735615070032
61,Radhakrishna Temple Ward,Bengaluru,2022,15936.187184231803,6.823826841770958,95.43782053034138
61,Radhakrishna Temple Ward,Bengaluru,2023,10547.30783105718,6.068662102746989,86.22955617860706
61,Radhakrishna Temple Ward,Bengaluru,2024,13468.895223356476,6.526217684962922,79.34377141679408
66,Chamundi Nagara,Bengaluru,2021,5336.921044433893,4.279732950106661,46.65837970485454
66,Chamundi Nagara,Bengaluru,2022,17001.78616530952,4.510907917639311,66.55218125405938
66,Chamundi Nagara,Bengaluru,2023,6436.325522237111,4.1814772056704035,52.562166028321386
66,Chamundi Nagara,Bengaluru,2024,7181.836893826239,4.207535628660131,59.910281181328145
68,Jayachamarajendra  Nagar,Bengaluru,2021,9762.201668660215,7.3686261759240175,112.20453433448779
68,Jayachamarajendra  Nagar,Bengaluru,2022,18995.649196633527,8.892111899081945,128.76878746650917
68,Jayachamarajendra  Nagar,Bengaluru,2023,9230.525807893864,8.369347833943946,134.18598794882456
68,Jayachamarajendra  Nagar,Bengaluru,2024,15119.914043934208,7.683814077493299,125.84144630391641
69,Kaval Bairasandra,Bengaluru,2021,12209.465502361616,6.31431551694871,69.95829185334249
69,Kaval Bairasandra,Bengaluru,2022,15137.60865783288,5.548459166120582,88.15950413377166
69,Kaval Bairasandra,Bengaluru,2023,12332.254196020041,4.445575375992577,71.73959524168558
69,Kaval Bairasandra,Bengaluru,2024,17390.913291808803,4.763997262006667,72.1746277405891
74,Sagayarapuram,Bengaluru,2021,17083.067899958412,6.749796266052687,129.36841321904646
74,Sagayarapuram,Bengaluru,2022,10796.834558308696,7.867336552324665,100.51969645506995
74,Sagayarapuram,Bengaluru,2023,14003.515493238145,7.7389046351434985,126.36603257033875
74,Sagayarapuram,Bengaluru,2024,6932.822923641801,6.595837335016739,108.80787464829362
75,Pulikeshinagar,Bengaluru,2021,10793.073329373507,5.964096354735521,77.79682108863334
75,Pulikeshinagar,Bengaluru,2022,14873.321296153325,5.290017156044506,62.347186112893375
75,Pulikeshinagar,Bengaluru,2023,7388.242557332189,4.478827857182622,102.70648826521455
75,Pulikeshinagar,Bengaluru,2024,15279.685624984615,4.630635076959969,57.40833322285077
86,Challakere,Bengaluru,2021,11625.17855262145,6.068032775104384,102.40819563609112
86,Challakere,Bengaluru,2022,11011.312281717594,5.770447308875493,86.65976797061542
86,Challakere,Bengaluru,2023,6306.274419194455,5.3600348005815865,84.01634809755862
86,Challakere,Bengaluru,2024,11493.281791169375,7.033255062719798,104.79178332822988
89,Vijinapura,Bengaluru,2021,10912.936091641419,6.000718501352864,101.53915126274563
89,Vijinapura,Bengaluru,2022,14434.952740845903,6.2735660724267674,108.14583250688946
89,Vijinapura,Bengaluru,2023,14111.146757019469,5.907140625192253,111.30621179066877
89,Vijinapura,Bengaluru,2024,12574.32004862774,7.128653362085709,107.95672128047218
80,Kacharkanahalli,Bengaluru,2021,16984.053194130374,4.095418630277993,56.49673315815951
80,Kacharkanahalli,Bengaluru,2022,7623.988728670951,4.775856226328006,66.88440229780267
80,Kacharkanahalli,Bengaluru,2023,8760.457679518178,4.750846138980946,78.35038029365215
80,Kacharkanahalli,Bengaluru,2024,13277.385141345072,5.350395335411533,71.20330674992539
93,Devasandra,Bengaluru,2021,14185.788377581794,7.477335405052945,146.98348936459234
93,Devasandra,Bengaluru,2022,11771.606288235183,9.23474358055032,136.20959739546834
93,Devasandra,Bengaluru,2023,17790.70265645359,8.174017687273615,129.5103968305243
93,Devasandra,Bengaluru,2024,16314.9739637532,8.08075521607404,141.8517368175236
87,Horamavu,Bengaluru,2021,18540.355475493678,8.132634308179277,122.01163850825992
87,Horamavu,Bengaluru,2022,13032.975201233015,7.0118332432161585,103.7989532821567
87,Horamavu,Bengaluru,2023,15181.023991169197,8.294403822668718,119.3326852441764
87,Horamavu,Bengaluru,2024,15648.25089184897,8.13400332894432,129.67177848172946
81,Kammanahalli,Bengaluru,2021,14751.602997316255,7.917911387562647,126.3605720395812
81,Kammanahalli,Bengaluru,2022,15906.690378601921,7.626539109025747,131.5071798766569
81,Kammanahalli,Bengaluru,2023,18921.12495012901,8.84637275744285,113.01072076665514
81,Kammanahalli,Bengaluru,2024,15395.445141734532,7.993276029454785,131.43401373230864
94,A. Narayanapura,Bengaluru,2021,14472.87698112708,7.769120015448381,106.44630557779159
94,A. Narayanapura,Bengaluru,2022,10033.636977242268,7.751544246263652,116.64045652928941
94,A. Narayanapura,Bengaluru,2023,16639.26581962112,8.348283851631392,106.24420986761214
94,A. Narayanapura,Bengaluru,2024,14200.69959544788,7.924390129277011,104.79524570227322
82,Banasavadi,Bengaluru,2021,7883.140800525184,7.922908041674972,123.3832951937962
82,Banasavadi,Bengaluru,2022,10314.362862076272,7.280059365617406,93.77930475217954
82,Banasavadi,Bengaluru,2023,9219.93441298026,5.265130140964659,108.17756616313902
82,Banasavadi,Bengaluru,2024,7911.863027685735,7.365667218358022,114.69011126646366
76,Hennur,Bengaluru,2021,14187.21957941227,8.184914185308683,115.77628542640576
76,Hennur,Bengaluru,2022,10032.362274771727,8.286538311939804,123.81980413024696
76,Hennur,Bengaluru,2023,7732.100319110636,8.707922017718099,107.16077184336817
76,Hennur,Bengaluru,2024,11236.122540744816,7.203232451643976,102.3594729246521
96,HAL Airport,Bengaluru,2021,10424.544631350393,3.84169639847189,79.34127995171517
96,HAL Airport,Bengaluru,2022,10646.376865357879,4.620015980157149,84.03397982531143
96,HAL Airport,Bengaluru,2023,15642.503488526243,5.087276134258109,66.28111057688447
96,HAL Airport,Bengaluru,2024,11752.178131869834,4.5062208702648965,49.556184946857236
78,HBR Layout,Bengaluru,2021,10779.370845323752,4.380249509690245,66.26605632034608
78,HBR Layout,Bengaluru,2022,6020.323141886553,5.09563535677257,73.94976046037067
78,HBR Layout,Bengaluru,2023,8042.675829943643,4.570928644542135,66.66095377401453
78,HBR Layout,Bengaluru,2024,5955.885534225815,6.0189166689412525,95.57232351264322
77,Nagavara,Bengaluru,2021,14749.601622881662,3.6965901449825793,74.94582013413891
77,Nagavara,Bengaluru,2022,11973.091794376383,4.6351665094556385,82.16059153961126
77,Nagavara,Bengaluru,2023,14688.188814082914,4.933933536879514,60.39024953452635
77,Nagavara,Bengaluru,2024,7220.840309438787,4.734642991162454,78.58071362193371
79,Kadugondanahalli,Bengaluru,2021,15572.230524519702,6.166561303092483,72.21433572164067
79,Kadugondanahalli,Bengaluru,2022,16317.729730661391,6.403446492529669,78.3371429975494
79,Kadugondanahalli,Bengaluru,2023,6648.6171038940065,4.715942987920264,58.93948104423872
79,Kadugondanahalli,Bengaluru,2024,11501.756276581302,5.070306866970216,101.55021207369815
83,Subbayyanapalya,Bengaluru,2021,14579.51059462594,5.989215095659568,84.66119245934199
83,Subbayyanapalya,Bengaluru,2022,13851.284026735466,5.2763009733578174,79.41972531867877
83,Subbayyanapalya,Bengaluru,2023,14049.118930445758,5.574726264300409,103.41478545503068
83,Subbayyanapalya,Bengaluru,2024,9138.388970970109,5.946806212406563,64.24612895282377
84,Lingarajapura,Bengaluru,2021,13519.929762896016,5.752253700060901,81.02875218714597
84,Lingarajapura,Bengaluru,2022,13878.475473585517,6.401784425957118,96.86354686555384
84,Lingarajapura,Bengaluru,2023,17362.359579109398,4.503490212389933,76.84016858073372
84,Lingarajapura,Bengaluru,2024,8922.514383697197,4.676888092932737,51.86797892734595
85,Maruthi Seva Nagar,Bengaluru,2021,17022.780454719963,8.648012760021166,135.82213925027867
85,Maruthi Seva Nagar,Bengaluru,2022,6904.268430127084,8.256347668730866,95.22871741251633
85,Maruthi Seva Nagar,Bengaluru,2023,17683.78332062794,7.300617278168187,119.89738814312194
85,Maruthi Seva Nagar,Bengaluru,2024,16575.730677189713,8.417192032027677,125.41871063845522
125,Okalipuram,Bengaluru,2021,12757.772216550346,5.305673907014615,99.39559178132349
125,Okalipuram,Bengaluru,2022,11819.517704650854,4.408037536827432,96.73805138235743
125,Okalipuram,Bengaluru,2023,13052.98363484612,5.1697105560243815,80.09407894527416
125,Okalipuram,Bengaluru,2024,11720.353585061743,5.920091847825792,95.16898263704535
101,Dodda Nekkundi,Bengaluru,2021,8760.913746671507,6.317491658311093,85.7757412917563
101,Dodda Nekkundi,Bengaluru,2022,11347.521890744167,5.071045096811379,56.44506934958255
101,Dodda Nekkundi,Bengaluru,2023,8108.9772123880975,5.181863148483143,64.53528979319293
101,Dodda Nekkundi,Bengaluru,2024,16581.507961240815,4.016978164355417,64.76262906165434
128,Chickpete,Bengaluru,2021,12092.13267180608,5.513332949040854,100.3552044570407
128,Chickpete,Bengaluru,2022,17213.52760080055,7.630024818241925,83.08287749906593
128,Chickpete,Bengaluru,2023,13964.898951540372,6.871975446860382,91.26424758400981
128,Chickpete,Bengaluru,2024,11471.471985293614,5.508482196321664,70.07762785046302
108,Cox Town,Bengaluru,2021,16552.314556500773,3.745262035117735,63.90083107064662
108,Cox Town,Bengaluru,2022,12752.247449692502,5.160071572454476,65.82737447434411
108,Cox Town,Bengaluru,2023,5644.408131697237,5.455803716784965,58.04299282595772
108,Cox Town,Bengaluru,2024,9396.104874328934,4.146274687822384,67.71292130860321
113,Hoysala Nagar,Bengaluru,2021,10595.291935809866,8.143643198126506,133.1380948486852
113,Hoysala Nagar,Bengaluru,2022,10775.837606510651,7.791710606117135,131.91018892303543
113,Hoysala Nagar,Bengaluru,2023,12012.394641540137,7.434430006862548,119.92961490581986
113,Hoysala Nagar,Bengaluru,2024,10713.490277713043,8.032674627842704,101.85169409532989
114,Jeevanbhima Nagar,Bengaluru,2021,16810.026486570412,3.7264475751970845,50.11263405895201
114,Jeevanbhima Nagar,Bengaluru,2022,9755.220314707145,4.666027989315558,48.16707630735248
114,Jeevanbhima Nagar,Bengaluru,2023,8408.174218238795,2.936385490972567,53.07651283461733
114,Jeevanbhima Nagar,Bengaluru,2024,17175.938498313295,3.9678389999765002,91.54976349662111
139,Mudalapalya,Bengaluru,2021,13759.23615055667,9.15166762333626,118.46763505842502
139,Mudalapalya,Bengaluru,2022,7933.118999944465,9.006499652322072,142.25468869387632
139,Mudalapalya,Bengaluru,2023,12470.244587194955,7.823934577798608,145.24037026704394
139,Mudalapalya,Bengaluru,2024,14731.538525956705,8.545021199708293,124.08842907129545
115,Konena Agrahara,Bengaluru,2021,17501.6621160756,6.966689056186029,86.92188252495134
115,Konena Agrahara,Bengaluru,2022,10157.833167661716,7.76401795482159,132.10728264350877
115,Konena Agrahara,Bengaluru,2023,13990.874287002413,8.740276230503943,101.9786992660274
115,Konena Agrahara,Bengaluru,2024,13602.564035674855,6.921998480806301,96.90150964519233
116,Ramaswamypalya,Bengaluru,2021,8035.593042604998,6.2212763996951885,74.73825507374669
116,Ramaswamypalya,Bengaluru,2022,10631.571053039765,5.211408711124242,64.81401340671962
116,Ramaswamypalya,Bengaluru,2023,13762.7157063993,5.157838078094429,92.75701314147403
116,Ramaswamypalya,Bengaluru,2024,5370.687269517576,4.127446873055261,61.572034088444084
117,Vasanthnagar,Bengaluru,2021,14147.048774811325,4.876312980452981,82.62117421628311
117,Vasanthnagar,Bengaluru,2022,5897.106474814674,4.174555658870988,67.11702241019958
117,Vasanthnagar,Bengaluru,2023,14705.061188472377,3.1677760060666325,56.02659644731072
117,Vasanthnagar,Bengaluru,2024,14770.455310399324,3.6171705035365593,87.5682476234368
120,Bharathi Nagar,Bengaluru,2021,16580.12437221934,6.977114928241399,98.93052617125741
120,Bharathi Nagar,Bengaluru,2022,18797.17562293701,7.90900987073374,139.75706232114146
120,Bharathi Nagar,Bengaluru,2023,13916.912223487296,7.488697692317229,123.24782793092575
120,Bharathi Nagar,Bengaluru,2024,13527.19175431275,6.937911903289183,125.13317931759543
121,Ulsoor,Bengaluru,2021,14155.206332513353,6.486779862303852,120.40599586251652
121,Ulsoor,Bengaluru,2022,14851.312890537185,7.232480550389581,92.81925701880795
121,Ulsoor,Bengaluru,2023,10694.580860073205,7.422224653648147,78.82511155367837
121,Ulsoor,Bengaluru,2024,11003.442314407715,7.636675138019912,95.86942629681347
122,Dattatreya Temple,Bengaluru,2021,6924.664572140984,6.923189721725698,124.5850270827642
122,Dattatreya Temple,Bengaluru,2022,10050.36917613914,7.373577446200281,111.69962378499393
122,Dattatreya Temple,Bengaluru,2023,11635.698221454106,7.449544905125172,109.77517264294573
122,Dattatreya Temple,Bengaluru,2024,16485.27457246895,6.655997309354065,102.66530060907186
123,Gandhinagar,Bengaluru,2021,14203.557747635998,7.24505267060397,124.39687511575559
123,Gandhinagar,Bengaluru,2022,15191.491618220707,6.539219844960936,115.81405978635628
123,Gandhinagar,Bengaluru,2023,9796.078038226062,7.950361840253159,97.98240936566324
123,Gandhinagar,Bengaluru,2024,12817.473406283834,6.835583563138859,111.6521839776714
124,Subhash Nagar,Bengaluru,2021,13249.252549536577,4.299366036882463,67.8432855716298
